conv,country,drop_kicks,opposition,penalties,player,points,position,result,tries
0,Urug,0,Brazil,0,G Campomar,10,F,won,2
0,Chile,0,Paraguay,0,M Gurruchaga Vilaza,10,H,won,2
2,Chile,0,Brazil,2,M Nordenflycht Torrico,10,C,draw,0
0,Urug,0,Paraguay,0,M Daverio,10,W,won,2
0,JPN,0,Hong Kong,0,H Yamamoto,10,(N8),won,2
0,Urug,0,Chile,0,J Prada Flores,10,C,won,2
0,JPN,0,Korea,0,A Sakate,10,H,won,2
0,JPN,0,Hong Kong,0,T Ishibashi,10,C,won,2
0,JPN,0,Hong Kong,0,A Moeakiola,10,W,won,2
0,Arg,0,Chile,0,S Cancelliere,10,W,won,2
0,Arg,0,Chile,0,F Cuaranta,10,W,won,2
0,Arg,0,Chile,0,S Tuculet,10,C,won,2
0,NZ,0,Wales,0,WR Naholo,10,W,won,2
0,Aust,0,England,0,MK Hooper,10,F,lost,2
0,Georg,0,Tonga,0,D Kacharava,10,C,won,2
0,Russ,0,Canada,0,E Matveev,10,(H),lost,2
0,Italy,0,USA,0,O Gega,10,H,won,2
2,USA,0,Italy,2,AL MacGinty,10,FH,lost,0
0,Namib,0,Uganda,0,CA Botha,10,W,won,2
5,Namib,0,Uganda,0,TAW Kotze,10,FH,won,0
0,Namib,0,Uganda,0,GCP Wilson,10,W,won,2
0,Namib,0,Kenya,0,T du Plessis,10,N8,won,2
0,Kenya,0,Namibia,0,J Kang'ethe,10,(P),lost,2
0,Namib,0,Zimbabwe,0,JA Tromp,10,FB,won,2
0,NZ,0,Australia,0,IJA Dagg,10,W,won,2
0,NZ,0,Argentina,0,RS Crotty,10,C,won,2
0,NZ,0,Argentina,0,BR Smith,10,FB,won,2
0,Aust,0,Argentina,0,SW Genia,10,SH,won,2
2,Arg,0,Australia,2,FN Sanchez,10,FH,lost,0
0,NZ,0,South Africa,0,IJA Dagg,10,W,won,2
0,NZ,0,South Africa,0,TTR Perenara,10,SH,won,2
0,Aust,0,Argentina,0,SV Kerevi,10,C,won,2
0,NZ,0,Australia,0,SJ Savea,10,W,won,2
0,Arg,0,Japan,0,S Cordero,10,W,won,2
0,Arg,0,Japan,0,M Moroni,10,W,won,2
2,JPN,0,Argentina,2,Y Tamura,10,FH,lost,0
2,Ire,0,New Zealand,2,JJ Sexton,10,FH,won,0
0,Russ,0,Zimbabwe,0,V Gresev,10,F,won,2
0,JPN,0,Georgia,0,L Lomano Lava,10,W,won,2
0,NZ,0,Italy,0,M Fekitoa,10,C,won,2
0,Scot,0,Australia,0,HRF Jones,10,C,lost,2
0,Port,0,Belgium,0,GFG Foro,10,W,won,2
1,USA,0,Romania,1,W Holder,10,FH,lost,1
0,Urug,0,Germany,0,R Silva Pisano,10,W,lost,2
2,Arg,0,Wales,2,FN Sanchez,10,FH,lost,0
0,Ire,0,Canada,0,TD O'Halloran,10,FB,won,2
0,Russ,0,PNG,0,AA Ryabov,10,SH,won,2
0,Russ,0,Hong Kong,0,D Simplikevich,10,W,won,2
2,Georg,0,Samoa,2,M Kvirikashvili,10,FB,won,0
0,Eng,0,Fiji,0,JBA Joseph,10,C,won,2
0,Eng,0,Fiji,0,JO Launchbury,10,L,won,2
0,Eng,0,Fiji,0,S Rokoduguni,10,W,won,2
0,Spain,0,Uruguay,0,PF Barthere,10,F,won,2
2,Tonga,0,USA,2,S Takulua,10,SH,won,0
0,NZ,0,Ireland,0,M Fekitoa,10,C,won,2
0,Can,0,Samoa,0,DTH van der Merwe,10,W,lost,2
0,Germ,0,Brazil,0,J Otto,10,F,won,2
0,Fiji,0,Japan,0,L Botia Veivuke,10,C,won,2
0,JPN,0,Fiji,0,K Matsushima,10,FB,lost,2
2,JPN,0,Fiji,2,Y Tamura,10,FH,lost,0
0,Scot,0,Georgia,0,SW Hogg,10,FB,won,2
0,Georg,0,Scotland,0,V Lobzhanidze,10,SH,lost,2
0,Rom,0,Uruguay,0,SR Shennan,10,W,won,2
0,Eng,0,Australia,0,JBA Joseph,10,C,won,2
0,Scot,0,Ireland,0,SW Hogg,10,FB,won,2
0,Rom,0,Germany,0,IR Dumitru,10,W,lost,2
0,Germ,0,Romania,0,J Otto,10,F,won,2
0,Rom,0,Germany,0,A Ursache,10,P,lost,2
0,Ire,0,Italy,0,KG Earls,10,W,won,2
0,USA,0,Brazil,0,TA Lamborn,10,F,won,2
2,Russ,0,Belgium,2,Y Kushnarev,10,FH,won,0
0,Can,0,USA,0,TF Paris,10,W,lost,2
0,Georg,0,Germany,0,B Gorgadze,10,N8,won,2
0,Georg,0,Germany,0,G Tkhilaishvili,10,F,won,2
0,USA,0,Chile,0,TA Lamborn,10,F,won,2
0,USA,0,Chile,0,PD Malcolm,10,(H),won,2
0,Eng,0,Italy,0,JT Nowell,10,(W),won,2
0,Port,0,Netherlands,0,FPSD Almeida,10,L,won,2
2,Georg,0,Spain,2,M Kvirikashvili,10,FB,won,0
0,Urug,0,Chile,0,SN Freitas Alleges,10,W,won,2
0,Urug,0,Chile,0,LL Leivas Ballestrino,10,W,won,2
0,Wales,0,Ireland,0,GP North,10,W,won,2
0,Rom,0,Belgium,0,J Cobden,10,W,won,2
0,Eng,0,Scotland,0,DS Care,10,(SH),won,2
0,Scot,0,England,0,HRF Jones,10,C,lost,2
0,Georg,0,Russia,0,V Lobzhanidze,10,SH,won,2
2,Fra,0,Wales,2,C Lopez,10,FH,won,0
0,Russ,0,Germany,0,D Gerasimov,10,C,won,2
5,Russ,0,Germany,0,Y Kushnarev,10,FB,won,0
0,Germ,0,Russia,0,P Mathurin,10,W,lost,2
0,JPN,0,Korea,0,R Nakamura,10,C,won,2
0,JPN,0,Korea,0,R Noguchi,10,W,won,2
5,JPN,0,Korea,0,J Ogura,10,FH,won,0
0,JPN,0,Korea,0,K Usami,10,L,won,2
5,JPN,0,Korea,0,J Ogura,10,FH,won,0
5,JPN,0,Korea,0,T Yamasawa,10,(FH),won,0
0,JPN,0,Hong Kong,0,A Yamada,10,W,won,2
0,Urug,0,Paraguay,0,G Soto Mera,10,F,won,2
0,Belg,0,Portugal,0,C Reynaert,10,W,won,2
0,Urug,0,Brazil,0,LL Leivas Ballestrino,10,W,won,2
0,Chile,0,Paraguay,0,F Brangier Valdivia,10,W,won,2
0,Chile,0,Paraguay,0,B Soto Madrigal,10,N8,won,2
0,Braz,0,Paraguay,0,MDC Daniel,10,(F),won,2
0,Aust,0,Fiji,0,I Folau,10,FB,won,2
0,Aust,0,Fiji,0,RHV Speight,10,W,won,2
0,Scot,0,Italy,0,RW Ford,10,H,won,2
0,Spain,0,Namibia,0,LA Tauli,10,(N8),won,2
2,Braz,0,Portugal,2,MR Duque,10,C,won,0
0,Russ,0,Argentina XV,0,D Simplikevich,10,W,won,2
2,Urug,0,Emerg Italy,2,GJ Albanell Herrera,10,FH,won,0
0,Ire,0,USA,0,KG Earls,10,W,won,2
0,Urug,0,Russia,0,R Silva Pisano,10,FB,won,2
0,NZ,0,Samoa,0,AS Savea,10,N8,won,2
0,Ire,0,Japan,0,JE Conan,10,N8,won,2
0,Ire,0,Japan,0,KG Earls,10,W,won,2
0,Aust,0,Scotland,0,I Folau,10,FB,lost,2
0,Ire,0,Japan,0,D Leavy,10,F,won,2
2,Arg,0,England,2,FN Sanchez,10,FH,lost,0
0,Rom,0,Canada,0,T Fonovai,10,W,won,2
2,Rom,0,Canada,2,FA Vlaicu,10,FH,won,0
0,Wales,0,Samoa,0,SW Evans,10,W,won,2
0,Aust,0,Italy,0,I Folau,10,FB,won,2
0,Aust,0,Italy,0,S Naivalu,10,W,won,2
5,Ire,0,Japan,0,DPLJ Jackson,10,FH,won,0
0,NZ,0,Lions,0,RE Ioane,10,W,won,2
0,Kenya,0,Uganda,0,JO Ojee,10,W,draw,2
0,USA,0,Canada,0,NA Civetta,10,L,draw,2
0,USA,0,Canada,0,MP Te'o,10,W,draw,2
0,Can,0,USA,0,DTH van der Merwe,10,C,draw,2
0,Namib,0,Tunisia,0,W Conradie,10,N8,won,2
0,USA,0,Canada,0,CA Dolan,10,N8,won,2
0,USA,0,Canada,0,JS Taufete'e,10,(H),won,2
0,Kenya,0,Tunisia,0,EM Kerre,10,F,won,2
0,Namib,0,Senegal,0,LD Klim,10,W,won,2
0,Namib,0,Uganda,0,JT Newman,10,C,won,2
0,Namib,0,Kenya,0,DG Philander,10,W,won,2
0,NZ,0,Australia,0,RS Crotty,10,C,won,2
0,NZ,0,Australia,0,RE Ioane,10,W,won,2
0,SA,0,Argentina,0,S Kolisi,10,F,won,2
0,NZ,0,South Africa,0,NR Milner-Skudder,10,W,won,2
0,Aust,0,Argentina,0,I Folau,10,FB,won,2
2,Arg,0,Australia,2,FN Sanchez,10,FH,lost,0
0,Aust,0,South Africa,0,M Koroibete,10,W,draw,2
0,NZ,0,Argentina,0,KJ Read,10,N8,won,2
0,Aust,0,Argentina,0,R Hodge,10,W,won,2
2,Arg,0,Australia,2,FN Sanchez,10,FH,lost,0
0,Aust,0,Japan,0,SV Kerevi,10,C,won,2
3,Ire,0,Scotland,1,RJR O'Gara,9,FH,won,0
0,Eng,0,Scotland,3,JP Wilkinson,9,FH,lost,0
0,Fra,0,Wales,3,JB Elissalde,9,SH,lost,0
0,Wales,0,France,3,JW Hook,9,FH,won,0
2,JPN,0,Korea,0,JA Arlidge,9,FH,won,1
0,Germ,0,Netherlands,3,K Davies,9,C,won,0
0,USA,0,Ireland A,3,MMM Hercus,9,FH,lost,0
0,Tonga,0,Samoa,3,RP Hola,9,FH,lost,0
0,SA,1,New Zealand,2,AD James,9,FH,won,0
0,SA,0,New Zealand,3,PC Montgomery,9,FB,won,0
0,Arg,0,South Africa,3,F Contepomi,9,FH,lost,0
2,NZ,0,South Africa,0,DW Carter,9,FH,won,1
3,SA,0,Australia,1,AD James,9,FH,won,0
3,Aust,0,New Zealand,1,MJ Giteau,9,FH,lost,0
0,NZ,0,Australia,3,DW Carter,9,C,won,0
0,Italy,1,Australia,2,A Marcato,9,FH,lost,0
0,Germ,0,Wales DeXV,3,T Wiedemann,9,FH,lost,0
0,Fra,1,Argentina,2,D Skrela,9,FH,won,0
0,Urug,0,USA,3,M Arocena,9,FH,lost,0
3,Wales,0,Canada,1,DR Biggar,9,(FH),won,0
0,Italy,1,Argentina,2,A Marcato,9,FH,lost,0
0,SA,0,Scotland,3,R Pienaar,9,FH,won,0
3,Scot,0,Canada,1,PJ Godman,9,FH,won,0
0,Wales,0,New Zealand,3,SM Jones,9,FH,lost,0
0,Italy,0,Ireland,3,LJ McLean,9,FH,lost,0
3,Port,0,Germany,1,PMDC Leal,9,FB,won,0
3,Eng,0,France,1,TGAL Flood,9,FH,won,0
0,Spain,1,Portugal,2,MJ Palumbo,9,FH,lost,0
0,Scot,0,England,3,CD Paterson,9,FB,lost,0
3,Urug,0,Brazil,1,M Arocena,9,FH,won,0
0,Korea,1,Japan,2,HY Ki,9,FH,lost,0
2,Arg,0,Chile,0,F Vega,9,C,won,1
0,Urug,0,Argentina,3,M Arocena,9,FH,lost,0
0,Urug,1,Russia,2,JJ Etcheverry Cavanna,9,FB,lost,0
0,Samoa,0,Fiji,3,GL Williams,9,C,lost,0
0,SA,0,Lions,3,M Steyn,9,FH,lost,0
0,SA,0,New Zealand,3,M Steyn,9,(FH),won,0
2,Aust,0,South Africa,0,MJ Giteau,9,FH,lost,1
0,SA,0,New Zealand,3,FPL Steyn,9,FB,won,0
0,Eng,1,Australia,2,JP Wilkinson,9,FH,lost,0
0,Port,0,Namibia,3,PMDC Leal,9,SH,lost,0
0,Wales,0,Samoa,3,DR Biggar,9,FH,won,0
0,Arg,0,England,3,M Rodriguez Gurruchage,9,C,lost,0
0,Arg,1,Scotland,2,M Rodriguez Gurruchage,9,C,won,0
3,Fiji,0,Romania,1,JL Matavesi,9,FH,won,0
0,Wales,0,Australia,3,SM Jones,9,FH,lost,0
0,Fra,0,New Zealand,3,J Dupuy,9,SH,lost,0
0,Germ,0,Hong Kong,3,K Davies,9,FH,won,0
0,Russ,0,Portugal,3,Y Kushnarev,9,FH,won,0
0,Scot,0,France,3,CD Paterson,9,FB,lost,0
0,Spain,0,Georgia,3,JM Nava de Olano,9,C,lost,0
0,Eng,0,Scotland,3,JP Wilkinson,9,FH,draw,0
0,Fra,0,England,3,MRJ Parra,9,SH,won,0
3,Aust,0,England,1,JD O'Connor,9,FB,won,0
0,Fiji,0,Samoa,3,RT Rawaqa Maravunawasawasa,9,FB,lost,0
0,Aust,0,New Zealand,3,MJ Giteau,9,C,lost,0
3,NZ,0,Australia,1,DW Carter,9,FH,lost,0
2,Aust,0,New Zealand,0,JD O'Connor,9,W,won,1
0,Wales,0,Australia,3,SM Jones,9,FH,lost,0
0,Ire,0,South Africa,3,JJ Sexton,9,FH,lost,0
0,Arg,0,France,3,F Contepomi,9,FH,lost,0
0,Georg,0,USA,3,L Malaguradze,9,FH,won,0
0,USA,1,Georgia,2,V Malifa,9,FH,lost,0
0,Arg,0,Ireland,3,F Contepomi,9,FH,lost,0
3,Port,0,Romania,1,JK Gardener,9,FH,won,0
0,Russ,0,Portugal,3,Y Kushnarev,9,FH,lost,0
0,Port,0,Georgia,3,JK Gardener,9,FH,lost,0
0,Eng,0,France,3,TGAL Flood,9,FH,won,0
0,Fra,0,England,3,D Yachvili,9,SH,lost,0
3,Russ,0,Ukraine,1,K Rachkov,9,FH,won,0
0,Russ,0,Georgia,3,K Rachkov,9,FH,lost,0
3,Ukr,0,Portugal,1,O Kosariev,9,W,lost,0
0,Wales,0,France,3,JW Hook,9,FH,lost,0
2,Arg,0,Chile,0,B Madero,9,(FH),won,1
3,Can,0,Russia,1,J Pritchard,9,FB,won,0
0,Georg,0,Argentina A,3,B Urjukashvili,9,FB,won,0
0,Eng,0,Wales,3,TGAL Flood,9,FH,lost,0
0,Aust,0,South Africa,3,JD O'Connor,9,W,won,0
3,JPN,0,Italy,1,JA Arlidge,9,FH,lost,0
0,Ire,0,England,3,RJR O'Gara,9,FH,lost,0
3,NZ,0,Tonga,1,DW Carter,9,FH,won,0
0,Ire,1,Australia,2,JJ Sexton,9,FH,won,0
3,Eng,0,Romania,1,JP Wilkinson,9,FH,won,0
0,Fra,0,Tonga,3,D Yachvili,9,SH,lost,0
0,Eng,1,Scotland,2,JP Wilkinson,9,FH,won,0
0,SA,1,Australia,2,M Steyn,9,FH,lost,0
0,Fra,0,Wales,3,MRJ Parra,9,FH,won,0
0,Port,0,Uruguay,3,CG Murray,9,C,lost,0
3,Aust,0,Wales,1,JD O'Connor,9,FH,won,0
0,Italy,1,France,2,KS Burton,9,FH,lost,0
3,Russ,0,Portugal,1,Y Kushnarev,9,FB,won,0
0,Russ,0,Portugal,3,AA Ryabov,9,FH,won,0
2,Ukr,0,Russia,0,O Kosariev,9,W,lost,1
0,Scot,0,Ireland,3,GD Laidlaw,9,FH,lost,0
0,Fra,0,England,3,L Beauxis,9,FH,lost,0
3,Eng,0,France,1,OA Farrell,9,FH,won,0
0,Ire,0,England,3,JJ Sexton,9,FH,lost,0
0,Scot,0,Australia,3,GD Laidlaw,9,FH,won,0
0,Port,0,Argentina A,3,PMDC Leal,9,FB,lost,0
3,Tonga,0,Japan,1,KS Morath,9,FH,won,0
0,Russ,0,Argentina A,3,S Sugrobov,9,FH,lost,0
3,NZ,0,Ireland,1,BJ Barrett,9,(FH),won,0
0,SA,0,England,3,M Steyn,9,FH,draw,0
0,Arg,0,Australia,3,JM Hernandez,9,FH,lost,0
0,Arg,0,Australia,3,JM Hernandez,9,FH,lost,0
0,Rom,0,Japan,3,A Filip,9,FH,lost,0
0,Eng,0,Australia,3,TGAL Flood,9,FH,lost,0
0,Eng,0,South Africa,3,OA Farrell,9,(FH),lost,0
0,Russ,0,Romania,3,I Klyuchnikov,9,FB,lost,0
0,Italy,0,Wales,3,KS Burton,9,FH,lost,0
3,Rom,0,Belgium,1,FA Vlaicu,9,C,won,0
0,Belg,0,Romania,3,A Williams,9,FB,lost,0
0,Port,0,Russia,3,PMDC Leal,9,FH,lost,0
0,Port,0,Russia,3,S Marques,9,SH,lost,0
3,Russ,0,Portugal,1,SV Yanyushkin,9,FH,won,0
0,Georg,0,Romania,3,M Kvirikashvili,9,FH,draw,0
0,Rom,0,Georgia,3,FA Vlaicu,9,C,draw,0
0,Scot,0,France,3,GD Laidlaw,9,SH,lost,0
2,Arg,0,Uruguay,0,SA Poet,9,FH,won,1
0,Chile,0,Uruguay,3,J Valderrama,9,FB,lost,0
0,USA,0,Canada,3,A Siddall,9,FB,lost,0
0,Urug,1,,2,JJ Etcheverry Cavanna,9,FB,lost,0
0,USA,0,Tonga,3,CT Wyles,9,FB,lost,0
0,Can,0,Ireland,3,J Pritchard,9,W,lost,0
0,Tonga,0,Fiji,3,TT Palu,9,SH,lost,0
0,USA,0,Canada,3,CT Wyles,9,FB,lost,0
0,Aust,0,Argentina,3,CP Leali'ifano,9,C,won,0
2,Aust,0,Argentina,0,BT Foley,9,(FH),won,1
2,NZ,0,Japan,0,BJ Barrett,9,FB,won,1
0,Can,0,Georgia,3,LD Underwood,9,FH,lost,0
3,Eng,0,Argentina,1,OA Farrell,9,FH,won,0
0,Arg,0,England,3,FN Sanchez,9,FH,lost,0
0,Italy,0,Argentina,3,T Allan,9,FH,lost,0
3,NZ,0,Ireland,1,AW Cruden,9,FH,won,0
0,Port,0,Georgia,3,PB Avila,9,C,lost,0
3,Georg,0,Russia,1,M Kvirikashvili,9,FB,won,0
0,Port,0,Belgium,3,PB Avila,9,C,won,0
3,Rom,0,Belgium,1,FA Vlaicu,9,C,won,0
0,Rom,0,Georgia,3,FA Vlaicu,9,FH,lost,0
0,Braz,0,Uruguay,3,L Castiglione,9,FH,lost,0
0,Urug,0,Argentina,3,J Prada Flores,9,C,lost,0
3,JPN,0,Hong Kong,1,A Goromaru,9,FB,won,0
3,Scot,0,USA,1,GD Laidlaw,9,SH,won,0
0,Wales,2,South Africa,1,DR Biggar,9,FH,lost,0
3,USA,0,Japan,1,CT Wyles,9,FB,lost,0
0,Arg,1,Scotland,2,FN Sanchez,9,FH,lost,0
3,NZ,0,England,1,AW Cruden,9,FH,won,0
3,Kenya,0,Namibia,1,L Asego,9,FH,won,0
3,Namib,0,Zimbabwe,1,TAW Kotze,9,FH,won,0
0,Arg,0,New Zealand,3,FN Sanchez,9,FH,lost,0
0,Georg,0,Tonga,3,M Kvirikashvili,9,FB,lost,0
0,Eng,0,New Zealand,3,OA Farrell,9,FH,lost,0
3,USA,0,Romania,1,A Siddall,9,FH,won,0
0,NZ,0,Scotland,3,DW Carter,9,FH,won,0
3,Port,0,Namibia,1,TMMV Girao,9,N8,won,0
0,Samoa,0,England,3,T Pisi,9,FH,lost,0
3,JPN,0,Georgia,1,A Goromaru,9,FB,lost,0
3,Russ,0,Germany,1,R Gaisin,9,FB,won,0
0,Eng,1,Ireland,2,GT Ford,9,FH,lost,0
0,Germ,0,Romania,3,JT te Huia,9,FH,lost,0
0,Braz,0,Uruguay,3,R Morales dos Santos,9,FH,lost,0
0,Urug,0,Argentina,3,JJ Etcheverry Cavanna,9,FH,lost,0
2,Rom,0,Namibia,0,FA Vlaicu,9,(C),won,1
0,Samoa,0,New Zealand,3,T Pisi,9,FH,lost,0
0,Arg,0,Australia,3,FN Sanchez,9,FH,lost,0
0,USA,0,Tonga,3,FM Niua,9,C,lost,0
0,NZ,0,Australia,3,DW Carter,9,FH,lost,0
0,Fra,0,England,3,MRJ Parra,9,SH,lost,0
0,Italy,0,Scotland,3,T Allan,9,FH,lost,0
0,Fra,0,Scotland,3,F Michalak,9,FH,won,0
0,Urug,0,Wales,3,F Berchesi Pisano,9,FH,lost,0
3,Fra,0,Romania,1,MRJ Parra,9,SH,won,0
0,Namib,0,New Zealand,3,TAW Kotze,9,FH,lost,0
0,Georg,0,Argentina,3,M Kvirikashvili,9,FB,lost,0
0,Italy,0,Ireland,3,T Allan,9,FH,lost,0
0,Tonga,0,New Zealand,3,KS Morath,9,FH,lost,0
3,Aust,0,Argentina,1,BT Foley,9,FH,won,0
0,Scot,0,England,3,GD Laidlaw,9,SH,lost,0
2,Russ,0,Germany,0,Y Kushnarev,9,(W),won,1
0,Ire,0,France,3,JJ Sexton,9,FH,lost,0
0,Italy,0,England,3,C Canna,9,FH,lost,0
3,Georg,0,Russia,1,M Kvirikashvili,9,FB,won,0
2,Ire,0,Italy,0,IL Madigan,9,(FH),won,1
3,Ire,0,Italy,1,JJ Sexton,9,FH,won,0
0,Rom,0,Georgia,3,FA Vlaicu,9,C,lost,0
3,Urug,0,Brazil,1,M Secco,9,FH,won,0
2,Chile,0,Uruguay,0,M Nordenflycht Torrico,9,C,lost,1
0,Georg,0,Fiji,3,M Kvirikashvili,9,FB,won,0
0,Scot,0,Japan,3,HB Pyrgos,9,SH,won,0
3,NZ,0,Australia,1,BJ Barrett,9,FH,won,0
3,NZ,0,Ireland,1,BJ Barrett,9,FH,lost,0
0,SA,1,England,2,PJ Lambie,9,FH,lost,0
0,Urug,0,Spain,3,JJ Etcheverry Cavanna,9,FH,lost,0
0,Can,0,Romania,3,GA McRorie,9,SH,lost,0
0,Braz,1,Germany,2,MR Duque,9,C,lost,0
3,Aust,0,Ireland,1,BT Foley,9,FH,lost,0
3,Georg,0,Belgium,1,M Kvirikashvili,9,FB,won,0
0,Fra,0,Ireland,3,C Lopez,9,FH,lost,0
0,Chile,0,USA,3,FJ Gonzalez Moller,9,FH,lost,0
0,Eng,0,Ireland,3,OA Farrell,9,C,lost,0
3,Belg,0,Portugal,1,A Williams,9,FB,won,0
3,Kenya,0,Germany,1,D Mukidza Kinyangi,9,W,lost,0
3,Russ,0,Argentina XV,1,Y Kushnarev,9,FH,won,0
3,Russ,1,Uruguay,0,Y Kushnarev,9,FH,lost,0
0,Can,0,Romania,3,GA McRorie,9,SH,lost,0
0,Spain,0,Uruguay,3,BD Linklater,9,FB,lost,0
0,Wales,0,Samoa,3,SC Davies,9,FH,won,0
2,Georg,0,Argentina,0,S Matiashvili,9,(FB),lost,1
0,Fiji,0,Tonga,3,BTT Volavola,9,FH,won,0
2,Aust,0,New Zealand,0,BT Foley,9,FH,lost,1
3,NZ,0,Argentina,1,LZ Sopoaga,9,(W),won,0
0,Germ,0,Belgium,1,M Franke,8,FB,lost,1
1,Wales,0,Scotland,2,SM Jones,8,(FH),won,0
1,Scot,0,Ireland,2,CD Paterson,8,FH,lost,0
1,Wales,0,Ireland,2,SM Jones,8,FH,won,0
1,Italy,0,France,2,A Marcato,8,FB,lost,0
1,Georg,0,Russia,2,O Barkalaia,8,FB,won,0
1,HK,0,Japan,2,JA te Mara,8,FH,lost,0
4,Arg,0,Uruguay,0,BM Urdapilleta,8,FH,won,0
1,Aust,0,Ireland,2,MJ Giteau,8,FH,won,0
1,Tonga,0,Japan,2,RP Hola,8,FH,lost,0
1,Rom,0,Russia,2,DM Dumbrava,8,FH,won,0
1,Georg,0,Italy A,2,L Malaguradze,8,FH,won,0
1,Italy,0,Argentina,2,A Marcato,8,FB,won,0
0,Fra,0,Australia,1,F Trinh-Duc,8,FH,lost,1
4,Namib,0,Zimbabwe,0,CA Botha,8,FB,won,0
1,Port,0,Canada,2,PMDC Leal,8,SH,lost,0
1,Can,0,Wales,2,J Pritchard,8,FB,lost,0
0,Urug,0,Chile,1,M Arocena,8,FH,won,1
1,Aust,0,France,2,MJ Giteau,8,FH,won,0
1,Aust,1,Wales,1,MJ Giteau,8,FH,lost,0
1,Russ,0,Portugal,2,V Motorin,8,SH,won,0
1,Scot,0,Wales,2,CD Paterson,8,(W),lost,0
0,Wales,0,England,1,SL Halfpenny,8,W,won,1
1,Wales,0,France,2,SM Jones,8,FH,lost,0
0,Eng,0,Ireland,1,DA Armitage,8,FB,lost,1
0,Ire,1,England,0,BG O'Driscoll,8,C,won,1
1,Georg,0,Romania,2,L Malaguradze,8,FH,won,0
1,Port,0,Spain,2,PPDC Cabral,8,FH,won,0
1,Eng,0,Scotland,2,TGAL Flood,8,FH,won,0
4,Russ,0,Germany,0,V Motorin,8,(SH),won,0
1,Namib,0,Cote d'Iv,2,CA Botha,8,FB,draw,0
0,Rom,0,France A,1,I Dumitras,8,FH,lost,1
1,Rom,0,France A,2,FA Vlaicu,8,FB,lost,0
1,Rom,0,Italy A,2,FA Vlaicu,8,FB,lost,0
1,Georg,0,USA,2,M Kvirikashvili,8,FB,lost,0
1,Tonga,0,Samoa,2,RP Hola,8,FH,lost,0
0,Samoa,0,Tonga,1,GL Williams,8,C,won,1
1,USA,0,Canada,2,MMM Hercus,8,FH,lost,0
0,SA,0,New Zealand,1,R Pienaar,8,FH,won,1
1,Aust,0,England,2,MJ Giteau,8,FH,won,0
1,Samoa,0,Wales,2,FP Fili,8,FH,lost,0
0,Wales,0,Samoa,1,SL Halfpenny,8,W,won,1
1,SA,1,France,1,M Steyn,8,FH,lost,0
4,Fra,0,Samoa,0,MRJ Parra,8,SH,won,0
1,Italy,0,Samoa,2,M Bergamasco,8,W,won,0
1,Fra,0,Scotland,2,MRJ Parra,8,SH,won,0
0,Port,0,Georgia,1,JK Gardener,8,FB,lost,1
1,Georg,0,Portugal,2,M Kvirikashvili,8,FB,won,0
1,Rom,0,Russia,2,VN Calafeteanu,8,(SH),draw,0
4,Port,0,Germany,0,JK Gardener,8,FB,won,0
1,Russ,0,Germany,2,Y Kushnarev,8,FH,won,0
4,JPN,0,Hong Kong,0,RT Nicholas,8,C,won,0
0,Wales,1,South Africa,0,JW Hook,8,C,lost,1
4,Can,0,Uruguay,0,A Monro,8,FH,won,0
1,Can,0,Uruguay,2,J Pritchard,8,FB,won,0
1,Namib,0,Scotland A,2,CA Botha,8,FB,won,0
1,Eng,0,Australia,2,TGAL Flood,8,FH,won,0
1,Italy,0,South Africa,2,M Bergamasco,8,W,lost,0
4,Russ,0,Uruguay,0,Y Kushnarev,8,FH,won,0
1,Scot,0,Argentina,2,DA Parks,8,FH,won,0
1,Samoa,0,Japan,2,L Lui,8,FH,lost,0
1,NZ,0,South Africa,2,DW Carter,8,FH,won,0
0,SA,0,Australia,1,FPL Steyn,8,FB,won,1
0,Aust,0,South Africa,1,KJ Beale,8,FB,won,1
1,Samoa,0,Japan,2,L Lui,8,FB,won,0
1,Aust,0,England,2,JD O'Connor,8,W,lost,0
1,Fiji,0,Wales,2,S Baikeinuku,8,FH,draw,0
0,Samoa,0,England,1,PB Williams,8,FB,lost,1
1,Ire,0,New Zealand,2,JJ Sexton,8,FH,lost,0
1,Italy,0,England,2,M Bergamasco,8,W,lost,0
1,Georg,0,Romania,2,M Kvirikashvili,8,FH,won,0
1,Ire,0,Wales,2,RJR O'Gara,8,FH,lost,0
1,Scot,0,England,2,CD Paterson,8,FB,lost,0
1,Germ,0,Belgium,2,F Heimpel,8,FH,lost,0
4,Rom,0,Spain,0,FA Vlaicu,8,(FH),won,0
4,JPN,0,Kazakhstan,0,SJ Webb,8,FH,won,0
4,Wales,0,Barbarians,0,SM Jones,8,FH,lost,0
1,USA,0,Tonga,2,V Malifa,8,FH,lost,0
1,Russ,0,Canada,2,Y Kushnarev,8,FH,lost,0
0,Namib,0,Romania,1,CA Botha,8,FB,lost,1
1,Namib,0,Georgia,2,EA Jantjies,8,FH,lost,0
4,JPN,0,Tonga,0,JA Arlidge,8,FH,won,0
1,Arg,0,Wales,2,F Contepomi,8,FH,lost,0
0,Ire,0,France,1,JJ Sexton,8,FH,lost,1
0,Fra,1,Ireland,0,F Trinh-Duc,8,(FH),won,1
1,Rom,0,Scotland,2,TI Dimofte,8,C,lost,0
1,Eng,0,Argentina,2,JP Wilkinson,8,FH,won,0
1,USA,0,Russia,2,CT Wyles,8,FB,won,0
0,SA,0,Fiji,1,FPL Steyn,8,C,won,1
